,feature,class
3466,"[-8.4256232e+02  4.7777416e+01 -7.7134733e+00  1.7828661e+01
 -7.5696464e+00  7.8231759e+00 -1.3421933e+01 -3.7612364e+00
 -1.1356883e+01  1.1092119e+00 -8.0199938e+00 -1.3495181e+00
 -3.2349968e+00  1.2895783e+00 -9.1800041e+00 -1.2720135e+00
 -6.9545608e+00  1.2296292e+00 -5.0140228e+00 -2.2973902e+00
 -3.2811415e+00  1.1922826e+00 -4.6003976e+00  2.7808687e-01
 -2.4646635e+00 -2.1172206e-01 -1.5095655e+00 -2.8830379e-01
 -1.2921506e+00  5.1137781e-01 -5.7217622e-01  1.3584143e+00
 -2.9464939e-01  1.7937618e+00  3.1054487e+00  4.1347136e+00
  4.6224875e+00  3.7792835e+00  6.6714942e-01  3.4588423e-01]",Sad
3467,"[-7.52755432e+02  4.81242294e+01 -1.59726343e+01  1.82152462e+01
 -1.29913721e+01  3.75006843e+00 -1.53968019e+01 -1.15030155e+01
 -1.10674362e+01  8.34612429e-01 -1.15139914e+01 -5.67459583e-01
 -7.29375458e+00 -3.63181196e-02 -8.59562588e+00  2.01389647e+00
 -7.11657381e+00  1.37646949e+00 -6.96684361e+00 -2.69867480e-01
 -4.20381498e+00  1.32058311e+00 -6.77561665e+00  1.23342872e+00
 -4.24699306e+00  9.18956921e-02 -2.19003224e+00 -1.59627056e+00
 -4.71061754e+00 -3.33171517e-01 -1.45402920e+00  1.70142543e+00
  2.61686420e+00  4.49263668e+00  7.04181528e+00  6.68756104e+00
  3.28699112e+00  8.27253878e-01  4.70911354e-01 -9.66707990e-02]",Sad
3468,"[-8.2689764e+02  4.7419579e+01 -7.5687022e+00  1.5503821e+01
 -6.7883749e+00 -8.7430394e-01 -1.2872718e+01 -5.1296883e+00
 -8.7971048e+00 -1.5207561e+00 -8.2784328e+00 -3.0718607e-01
 -6.4280405e+00  2.2916081e+00 -9.3103199e+00  1.5363556e+00
 -8.0156298e+00  1.2174532e+00 -3.8683391e+00 -2.8717225e+00
 -1.5132800e+00  7.2428107e-01 -2.8729627e+00  2.6917479e+00
 -2.2148981e+00 -1.3990687e+00 -1.3017060e+00 -1.2795570e+00
 -3.2624868e-01  4.0484712e-01 -7.0448422e-01  2.0006123e+00
  2.1727858e+00  5.5920587e+00  6.3931861e+00  5.2771225e+00
  2.8783016e+00  5.3473538e-01 -5.9145176e-01  4.2314947e-01]",Calm
3469,"[-6.33659973e+02  3.82167740e+01 -1.79026604e+01  6.48140717e+00
 -1.28298550e+01 -7.40595341e+00 -1.01042719e+01 -1.17137365e+01
 -9.60915756e+00 -5.13871527e+00 -8.08848763e+00  3.57217312e-01
 -1.23141766e+01  5.11393356e+00 -1.17532625e+01 -2.12127948e+00
 -7.52493572e+00 -3.05197120e+00 -5.39745808e+00  6.75884604e-01
  7.92521656e-01  3.90715790e+00  1.30969393e+00  4.74320745e+00
  5.57328701e-01 -1.24719158e-01 -7.64322639e-01  9.45092082e-01
  1.35178781e+00  2.39078808e+00 -5.31013608e-01  8.38247657e-01
 -1.14801407e-01  1.16582644e+00 -8.00921619e-01  5.67353904e-01
  1.87908649e-01  3.36156994e-01 -1.03400970e+00  1.75122976e-01]",Happy
3470,"[-7.9157794e+02  4.0139248e+01 -2.4280941e+00  1.2081481e+01
 -6.4833374e+00  5.9146166e-01 -1.1547389e+01 -5.7018476e+00
 -8.4595394e+00 -1.3788356e-01 -6.6480842e+00 -3.0795817e+00
 -6.6591663e+00  3.0090292e+00 -1.0500204e+01 -1.7185712e+00
 -5.7631774e+00  1.0723944e+00 -6.7911401e+00 -2.1537356e+00
 -3.2455363e+00 -9.0011740e-01 -6.0876756e+00  9.0799433e-01
 -4.4485059e+00 -3.7518167e-01 -1.2310407e-01  1.7110054e+00
  2.4365385e+00  3.7580450e+00  1.3915848e+00  4.6505852e+00
  2.6152720e+00  5.5775681e+00  4.4352546e+00  6.7772498e+00
  3.3885014e+00  2.5165145e+00 -7.3366654e-01  1.0290768e+00]",Calm
3471,"[-6.4134106e+02  3.3882549e+01 -1.9654408e+01  1.0165630e+01
 -1.4444759e+01 -3.8551497e+00 -1.5782564e+01 -1.1064347e+01
 -1.1305334e+01 -3.7602845e-01 -7.4512424e+00  7.9086661e-01
 -9.6363468e+00 -4.8081225e-01 -8.3091574e+00 -1.0837796e+00
 -5.0151534e+00 -3.3545950e-01 -6.9315929e+00 -2.8967433e+00
 -3.2136145e+00  1.6299554e-03 -4.8827295e+00 -1.8789991e+00
 -3.1754441e+00 -1.4750991e+00 -2.2349122e+00 -1.2885481e+00
 -1.5262649e+00  3.2936213e+00  3.7146120e+00  3.9303427e+00
  5.6399155e+00  4.6426921e+00  4.7806134e+00  5.3861237e+00
  3.1791465e+00  1.4243337e+00  3.2888266e-01  1.6898587e+00]",Angry
3472,"[-8.5246198e+02  3.7821552e+01 -4.2963433e+00  1.4803571e+01
 -9.5703764e+00  1.4523650e+00 -1.1288282e+01 -5.6014395e+00
 -1.1221838e+01  1.4156646e+00 -1.0020665e+01 -3.9148867e+00
 -8.1611795e+00  2.2730153e+00 -1.1893971e+01 -9.6692401e-01
 -6.6894207e+00 -8.7887061e-01 -6.5613852e+00 -1.7744014e+00
 -2.9119039e+00  1.2685108e+00 -3.0687783e+00  1.8220628e+00
 -2.0320840e+00 -1.5148902e+00 -4.3185207e-01 -6.1078531e-01
 -1.7825119e+00  1.2527797e+00 -1.1745203e+00  1.6286507e+00
  2.5849082e+00  5.4470654e+00  5.7179723e+00  7.1025672e+00
  4.9394088e+00  3.7811077e+00  7.7246353e-02  1.3334314e+00]",Calm
3473,"[-5.80854492e+02  3.16779709e+01 -1.51035700e+01  3.11788231e-01
 -1.38769102e+01 -2.95837116e+00 -9.60552025e+00 -8.25375938e+00
 -1.27257452e+01 -2.97935104e+00 -8.75131321e+00 -9.43218529e-01
 -1.13918552e+01 -6.73636258e-01 -1.13586988e+01 -2.45415354e+00
 -6.25764179e+00  2.12163973e+00  1.31831920e+00  6.01359415e+00
  4.21583986e+00  2.67537737e+00 -8.26032937e-01  2.71944046e+00
  1.72362566e+00  1.40526164e+00 -1.17345369e+00 -1.16206241e+00
 -1.44834113e+00  7.98041284e-01 -2.01736331e+00 -2.28140688e+00
 -2.45914841e+00 -8.14926744e-01  1.06593125e-01  3.39292288e-01
  5.96557140e-01  1.49784291e+00  1.78919137e-01  7.62389541e-01]",Angry
3474,"[-7.2115460e+02  3.8672394e+01 -5.4767246e+00  7.7755084e+00
 -7.5751829e+00 -4.5247546e-01 -8.3584414e+00 -8.2315931e+00
 -8.7221327e+00 -5.0505495e+00 -5.3126898e+00 -1.5113872e+00
 -9.0062561e+00  5.3064346e-02 -7.9847946e+00 -2.1468391e+00
 -7.1472483e+00 -1.8925699e+00 -5.7333341e+00 -2.8868673e+00
 -4.6522541e+00 -2.0062597e+00 -4.6496773e+00 -1.3186927e+00
 -2.2383885e+00 -5.6954306e-01 -1.0440112e+00 -2.2723548e+00
 -3.4700406e+00 -6.8411231e-01 -3.3536831e-01  2.7679505e+00
  2.4841619e+00  3.3589134e+00  3.5564280e+00  3.0840070e+00
  2.7669599e+00  2.1369886e+00  2.6789901e+00  2.8105257e+00]",Angry
3475,"[-7.1927148e+02  2.9717104e+01 -1.0497297e+01  5.9391632e+00
 -8.9104767e+00 -9.0626898e+00 -1.2286839e+01 -1.0822716e+01
 -4.5982943e+00 -3.9680822e+00 -9.9956255e+00  1.3711075e+00
 -9.1375246e+00  1.5472694e-02 -4.7338319e+00 -4.0226026e+00
 -4.0076542e+00 -1.4020573e+00 -4.5486383e+00 -5.3621006e-01
 -1.2115854e+00  1.9638895e+00  9.4386446e-01  4.1734695e+00
  2.9202707e+00  5.0153389e+00  4.9106250e+00  5.3865499e+00
  1.2685435e+00  1.4338984e+00 -1.7466573e+00  2.4954708e-01
 -1.0555173e+00  1.2159746e+00 -1.9278187e-02  2.3421849e-01
 -1.1511948e+00 -3.9427233e-01  6.4276850e-01 -2.4426965e-02]",Fear
3476,"[-6.0300403e+02  2.9252193e+01 -1.1495934e+01  3.9883981e+00
 -1.0075575e+01 -5.6954842e+00 -1.1040190e+01 -5.9535189e+00
 -1.0634096e+01 -2.3927729e+00 -7.8685145e+00 -2.0018005e-01
 -8.2242622e+00 -4.2912021e-01 -8.6638269e+00 -3.7050042e+00
 -6.5942674e+00 -1.4626682e+00 -2.9336987e+00 -2.4470098e-01
  3.5517177e-01  2.1542118e+00 -1.2998911e+00  2.9324627e+00
  2.0707195e+00  5.7592316e+00  5.9375496e+00  3.6140826e+00
  1.1765616e+00 -8.4902197e-01 -4.4025651e-01 -2.7511960e-01
 -2.1486006e+00  5.9891135e-02 -1.2444968e+00 -3.7940055e-01
 -1.6522124e+00 -1.4467458e+00 -1.7326231e+00 -5.2018559e-01]",Disgust
3477,"[-5.4291614e+02  3.9152828e+01 -1.6312214e+01 -3.1642394e+00
 -1.9094406e+01 -1.8229593e+00 -1.4823358e+01 -1.0254899e+01
 -1.7417191e+01  1.0711683e+00 -1.1598168e+01 -5.0776343e+00
 -1.1840005e+01 -1.4008336e+00 -1.3705353e+01 -3.9808071e+00
 -7.4315062e+00  3.9925749e+00 -4.2954178e+00  5.8269739e+00
  2.3414216e+00  4.6086149e+00 -2.2636456e+00  1.1468195e+00
 -5.3607168e+00  2.5474825e+00 -1.7852235e-01 -1.6073509e+00
 -1.1399851e+00 -1.5825652e+00 -1.9768134e+00  1.2300375e-01
 -1.9530561e+00 -1.1303670e-01 -5.2314037e-01  1.6970716e+00
  4.9313876e-01  1.6981310e-01 -8.6890930e-01 -1.0976757e-01]",Disgust
3478,"[-6.4769879e+02  4.0991016e+01 -4.8123560e+00  7.7656264e+00
 -1.2313408e+01 -2.8893380e+00 -1.1063147e+01 -6.5844450e+00
 -1.5179459e+01  1.5814426e+00 -9.1254387e+00 -2.5839486e+00
 -5.8144021e+00  5.0614142e-01 -7.4171700e+00 -2.1820130e+00
 -7.0950475e+00  3.1436703e+00 -3.3897312e+00  3.2936225e+00
 -2.1097465e-01  1.9645313e+00 -3.6594698e-01  2.5748069e+00
 -5.0048441e-01  2.2593362e+00  8.3834285e-01  9.9393643e-02
 -3.8988590e-01  6.2497795e-01 -1.2173680e+00  9.7223765e-01
 -9.6948481e-01  7.9581517e-01 -6.1926091e-01  5.6222653e-01
  3.1083059e-01  1.3592787e-01  2.7197334e-01  2.4733010e-01]",Disgust
3479,"[-6.4981445e+02  4.4448727e+01 -1.2643171e+01  6.0004978e+00
 -1.2122473e+01 -3.5751698e+00 -1.2358236e+01 -7.4086843e+00
 -1.1796192e+01  1.2192012e+00 -9.9840193e+00 -2.0637891e+00
 -6.4520621e+00 -9.4535828e-01 -8.7969904e+00 -5.0037251e+00
 -8.3143854e+00 -7.2286868e-01 -7.4000545e+00 -5.0048155e-01
 -2.0318727e+00  3.9656925e-01 -3.9730768e+00  7.0882839e-01
 -1.5235721e+00  4.7583301e-02 -4.3348247e-01 -7.0734864e-01
 -8.9917772e-02  3.2156456e+00  1.2859725e+00  1.8916451e+00
 -1.3168298e-01  1.4301807e+00  1.8999254e+00  1.8088255e+00
  4.3425682e-01  3.1349239e-01 -9.8380798e-01 -6.5964872e-01]",Disgust
3480,"[-6.8567963e+02  6.2821022e+01 -1.1225572e+01  8.9825277e+00
 -8.4141750e+00 -3.4148881e+00 -1.5100213e+01 -2.2558293e+00
 -5.0794826e+00  1.9390361e+00 -8.1123362e+00  9.6579266e-01
 -5.4763169e+00  3.4134336e+00 -6.6078706e+00 -2.1097472e+00
 -7.4117045e+00 -3.8692802e-01 -6.7995877e+00 -2.0541606e+00
 -3.4125888e+00  1.4832382e+00 -3.1730413e+00  1.3879244e+00
 -8.4744233e-01  2.8928189e+00  8.1975144e-01  1.9501005e+00
  6.0067254e-01  1.7292188e+00 -7.1325165e-01  5.7667184e-01
  3.6684316e-01  1.8800449e+00  2.6624293e+00  3.2370977e+00
  2.3794539e+00  2.0394199e+00  8.2610458e-01  7.5263008e-02]",Disgust
3481,"[-3.5915692e+02  3.2350185e+01 -4.0799934e+01 -1.6128744e+00
 -2.0310513e+01 -1.0073470e+01 -1.3278270e+01 -1.2435406e+01
 -6.9041047e+00  2.9587049e+00 -9.9506664e+00  5.6213741e+00
 -2.5150316e+00  1.5280879e+01 -4.8672214e+00  4.2505522e+00
  4.6171589e+00  3.6999643e+00  4.9934764e+00  3.5246534e+00
  3.7399161e+00  4.3430314e+00  1.9361152e-03  4.5665870e+00
 -4.7753377e+00 -3.7843314e-01  1.8758068e+00 -6.3177508e-01
 -2.5664442e+00  2.2596042e+00 -1.0975399e+00  4.0348282e+00
  1.6080796e+00  2.9251440e+00  2.6588702e+00  1.4910320e+00
  1.6792414e+00  2.0034678e+00  1.2985439e+00  9.7750169e-01]",Fear
3482,"[-6.0112036e+02  3.7941509e+01 -2.2206421e+01  8.4765482e+00
 -1.1459020e+01 -2.3347132e+00 -1.4980983e+01 -1.3289334e+01
 -8.2169752e+00 -1.2579453e-01 -1.2323533e+01 -1.7825580e+00
 -9.1181698e+00 -6.6820419e-01 -1.2013077e+01 -5.4238992e+00
 -1.0112118e+01 -3.1771102e+00 -8.1476908e+00 -2.8988221e+00
 -7.5586581e-01  3.4788933e+00  1.8724023e+00  7.0550332e+00
  1.8404160e+00  9.7110087e-01  2.4852000e-01  1.8222739e+00
  2.6517859e+00  3.9327941e+00 -6.2491697e-01  8.5981482e-01
 -9.7549164e-01  1.4184490e+00  9.3205035e-02 -3.5513771e-01
 -8.6141044e-01 -2.6228914e+00 -1.5153911e+00 -1.2898961e+00]",Surprise
3483,"[-5.0136273e+02  3.9036381e+01 -3.1958857e+01  8.9710379e+00
 -1.4924170e+01 -3.7528977e+00 -1.4939104e+01 -1.6792282e+01
 -1.8495277e+01  1.3007096e+00 -1.7959263e+01 -2.2004926e+00
 -1.0513479e+01  1.3736531e+00 -1.2115239e+01 -3.7647457e+00
 -4.1392760e+00  5.1391907e+00 -5.0851589e-01  4.3975687e+00
  4.3774109e+00  2.6404080e+00 -8.4090847e-01  4.8534913e+00
  3.5920006e-01  3.1424904e+00  2.3402265e-01  2.0910065e+00
  5.5095619e-01  2.9434631e+00 -8.4916461e-01  2.3741415e+00
 -1.2837665e+00  1.1438260e+00 -4.6861491e-01  1.7396842e+00
  1.1071417e+00  1.3772154e+00  4.0131328e-01  1.4029622e+00]",Surprise
3484,"[-7.0026184e+02  3.8792309e+01 -1.4413644e+01  6.5988102e+00
 -9.3947306e+00  4.4907406e-01 -1.4143274e+01 -1.0030726e+01
 -9.0619450e+00 -3.7964648e-01 -9.4375362e+00 -1.4864224e+00
 -6.5131211e+00  2.9446587e-01 -8.2810774e+00 -3.6028156e+00
 -7.8849721e+00 -1.8232651e+00 -6.0726714e+00 -2.1976924e+00
 -1.5002246e+00  4.7210953e-01 -3.5864868e+00  1.8233054e+00
 -2.1478922e+00 -1.8989972e+00 -2.2403111e+00 -1.4951506e+00
 -2.3449032e+00 -2.3689324e-01 -1.7015002e+00  1.3275917e+00
  1.9373541e+00  4.0046721e+00  2.9150550e+00  2.0523221e+00
  2.3468814e+00  2.2977512e+00  7.3020911e-01  1.0842010e+00]",Surprise
3485,"[-7.6701593e+02  4.1869530e+01 -6.4756355e+00  1.5793630e+01
 -9.1231022e+00 -2.0987868e+00 -1.8987995e+01 -1.2817935e+01
 -7.5042868e+00 -6.1624742e-01 -1.1364768e+01  1.3247288e+00
 -7.8477278e+00  1.3735416e+00 -7.3869977e+00 -3.5872214e+00
 -7.4127827e+00  3.7277716e-01 -6.8172297e+00 -2.2745988e+00
 -2.5729606e+00 -1.5353382e+00 -2.5266194e+00  2.1743476e+00
 -1.7983479e+00  2.2437792e+00  2.1472731e+00  5.7808576e+00
  3.2244720e+00  1.0461772e+01  5.3362689e+00  8.9882689e+00
  5.3108535e+00  7.0007038e+00  5.3023243e+00  2.9451759e+00
  2.5753729e+00  7.6963419e-01  6.5418267e-01 -1.6602688e-01]",Fear
3486,"[-3.74565063e+02  2.26909657e+01 -3.94682808e+01 -1.44630108e+01
 -2.00861015e+01 -1.52490425e+01 -1.53435917e+01 -8.12747097e+00
 -7.09629154e+00  4.47215462e+00 -2.07099795e+00  2.18425775e+00
 -9.17907333e+00  6.73620367e+00 -2.30124879e+00  5.39161348e+00
 -2.97661066e-01 -2.49410849e-02 -1.05142987e+00  9.22301710e-01
 -2.03379989e+00 -5.58387339e-01 -8.39905548e+00 -9.31593001e-01
 -4.49535131e+00  5.87869406e-01 -1.15827382e+00  1.16313899e+00
 -3.50353569e-01  5.06329060e+00 -9.99520123e-01 -1.04295743e+00
  1.55399024e-01  1.67841232e+00  7.04172492e-01 -8.14220839e-05
  3.67561817e-01 -4.94269013e-01 -2.47926569e+00 -1.04884118e-01]",Fear
3487,"[-5.64443420e+02  2.20683689e+01 -1.09517879e+01 -7.05647612e+00
 -1.49322062e+01 -7.25551081e+00 -1.81726589e+01 -9.56786060e+00
 -1.41525583e+01  4.97963697e-01 -1.21513815e+01 -6.22570372e+00
 -7.44453478e+00 -9.97934401e-01 -9.00169754e+00 -6.68770790e-01
 -3.48993850e+00  2.08062291e+00 -1.76828146e+00  2.00636649e+00
  7.44820654e-01  2.79575467e+00  7.92215049e-01  3.08932781e-01
 -2.43585205e+00  5.08693039e-01 -2.14518473e-01  2.96293199e-01
  1.70064345e-01  3.32360029e-01 -7.58792937e-01  4.49919999e-01
 -1.04112579e-02  1.04234242e+00  3.81704569e-01  1.86968756e+00
  4.94460255e-01  8.40981841e-01 -1.35154104e+00  2.45315027e+00]",Disgust
3488,"[-6.6444250e+02  4.3629910e+01 -2.0550871e+01  5.4014592e+00
 -1.5000244e+01 -5.3973589e+00 -1.3166598e+01 -1.2800862e+01
 -1.1587461e+01 -4.0804410e+00 -1.0461806e+01 -2.9061317e+00
 -9.3165245e+00 -4.3336749e-01 -7.2138085e+00 -3.3547783e+00
 -6.0916615e+00 -3.7799413e+00 -4.7002821e+00 -2.2589302e+00
 -1.3992095e+00  8.5044831e-01 -2.8620117e+00  1.5436326e+00
 -8.0784935e-01  1.1340208e+00 -5.2287579e-01  5.2332890e-01
 -3.4425482e-01  1.4252838e+00 -8.7771201e-01  5.8810806e-01
  1.1605874e+00  2.2739546e+00  9.0868664e-01  6.5993869e-01
 -3.3480561e-01  8.5892165e-01  8.8641018e-01  9.4874464e-02]",Surprise
3489,"[-6.5125763e+02  3.5946312e+01 -2.0071327e+01  8.2511072e+00
 -1.0087317e+01 -4.5876775e+00 -1.2426637e+01 -1.2941863e+01
 -8.4114428e+00 -2.4021947e+00 -9.2032957e+00 -6.6982490e-01
 -7.5261579e+00  2.2050122e-02 -7.8413000e+00 -5.2401962e+00
 -8.3357849e+00 -4.5171504e+00 -5.6904969e+00 -3.2281587e+00
 -1.2282573e+00  1.0454755e-01  2.0729436e-01  2.5983853e+00
  1.2691896e+00  4.8858827e-01  4.8172998e-01  1.9382721e+00
  1.7601802e+00  3.9640334e+00  7.5247443e-01 -1.5298826e-01
 -2.8191392e+00  6.9710129e-01  1.5601510e+00  1.5793797e+00
 -8.9764136e-01 -1.4485840e+00 -1.9336630e+00  2.0761016e-01]",Surprise
3490,"[-3.21116272e+02  2.89179573e+01 -4.52857437e+01 -7.23261023e+00
 -2.78925476e+01 -9.85237885e+00 -1.50104809e+01 -1.63252525e+01
 -1.01003408e+01  6.82403612e+00 -1.23796425e+01  1.08017416e+01
 -1.57925618e+00  1.91454029e+01 -2.42064333e+00  2.62910151e+00
  1.73701072e+00  2.36039948e+00  1.01944661e+00  7.23145485e+00
  3.59824705e+00  3.55696249e+00 -1.34750855e+00  5.46700048e+00
 -2.10850096e+00  2.61998922e-01  6.03720903e-01  2.12697193e-01
 -1.29330659e+00  1.59977734e+00 -4.19757748e+00  8.70668218e-02
  9.93064344e-01  8.46503258e-01  3.41963506e+00  6.30732536e-01
  6.75751030e-01  2.17218947e+00  1.48155701e+00  1.24594724e+00]",Fear
3491,"[-7.1325012e+02  2.9604237e+01 -8.3454704e+00  7.2510467e+00
 -9.0645695e+00 -7.4075966e+00 -1.1419846e+01 -8.8787212e+00
 -5.9641528e+00 -3.1827374e+00 -8.6288652e+00 -1.9308268e-01
 -7.4564471e+00 -5.6277919e-01 -4.0725522e+00 -3.4224577e+00
 -3.1749949e+00 -1.5782986e+00 -4.7252331e+00 -1.7899996e+00
 -1.0935012e+00 -7.5427043e-01 -1.5480108e+00  1.1708708e+00
  2.3171566e+00  2.6128604e+00  5.1541924e+00  3.8597188e+00
  2.3296211e+00  3.0546789e+00 -2.1351624e-01  1.7280581e+00
 -5.5630505e-01  9.0817082e-01 -7.2241390e-01 -4.6763182e-01
 -1.3198384e+00 -1.4590368e+00 -1.0788952e+00 -1.0415944e+00]",Fear
3492,"[-4.7600653e+02  2.5317080e+01 -1.4064568e+01  1.0400616e+01
 -1.4750479e+01 -1.9184002e+00 -1.2432713e+01 -1.1036379e+01
 -1.0995843e+01 -5.5086465e+00 -8.2626591e+00 -2.9040999e+00
 -1.0516525e+01  6.1062884e-01 -7.7134237e+00 -9.9151808e-01
 -3.3966990e+00  2.4535406e+00 -4.8222929e-01  1.8915604e+00
 -8.3660024e-01  1.8156459e+00 -2.2188554e+00  1.4780662e+00
 -2.8971902e-01  1.2637948e+00  2.8921822e-01 -2.9587278e-02
 -1.2652454e+00  9.0454382e-01 -9.5402807e-01 -4.9323043e-01
 -1.1093493e+00  7.7211803e-01  2.1955024e-01  1.5976431e+00
  1.1601721e+00  1.7225765e+00  1.8377603e+00  1.9037296e+00]",Angry
3493,"[-7.1565723e+02  4.6599541e+01 -2.1353390e+00  6.2728133e+00
 -9.0962429e+00  1.7542468e+00 -1.4378226e+01 -6.0181222e+00
 -8.6955338e+00 -8.9664370e-01 -9.9350519e+00 -1.8944871e+00
 -5.9894896e+00  1.8018419e-02 -8.3049593e+00 -3.3879185e+00
 -7.4466825e+00 -9.7872245e-01 -8.5421972e+00 -3.8183422e+00
 -6.1564875e+00 -1.3030069e+00 -7.1203208e+00 -1.8055906e+00
 -5.3217258e+00  2.0061609e-01 -1.1809068e-01  1.7608975e+00
  1.7709486e-01  3.7556584e+00  1.3855925e+00  3.8583035e+00
  2.8315535e+00  5.7665901e+00  3.6581037e+00  2.7821555e+00
  9.2519987e-01  1.0240797e+00 -4.4185394e-01  5.0472981e-01]",Disgust
3494,"[-6.8277771e+02  4.1307941e+01 -1.8789045e+01  8.2520351e+00
 -1.2755003e+01 -3.8658550e+00 -1.3459150e+01 -1.2997451e+01
 -5.6218781e+00 -3.5393174e+00 -7.8832574e+00 -1.2848462e+00
 -3.5415299e+00  4.4219360e+00 -3.4204624e+00 -1.1503870e+00
 -5.3918362e+00 -1.5153250e+00 -4.6614370e+00 -1.8023832e+00
 -3.7705388e+00 -3.0266520e-01 -4.1645675e+00  2.8235218e-01
 -1.5733027e-01  4.7384626e-01  7.1533954e-01  8.7226170e-01
 -1.4025457e+00  4.9543098e-01 -2.5377822e+00  1.3879322e+00
  1.1052104e+00  3.4428954e+00  3.9943237e+00  4.1334782e+00
  3.6747375e+00  3.2603607e+00  1.5739223e+00  2.1412158e+00]",Surprise
3495,"[-4.94835175e+02  3.83763351e+01 -2.76941662e+01  6.04609632e+00
 -1.91004486e+01 -8.67804718e+00 -1.41513491e+01 -1.20554342e+01
 -1.24502945e+01 -1.43921483e+00 -1.37916269e+01 -1.22077024e+00
 -7.14026117e+00  5.03606653e+00 -6.53220224e+00 -9.80012298e-01
 -8.48119974e-01  3.12691116e+00 -2.39829755e+00  1.44350603e-01
  3.02405030e-01 -6.73058510e-01 -2.01176739e+00  3.88005185e+00
 -7.52313435e-01 -1.46925077e-01 -1.87031049e-02  1.51616597e+00
  2.75453134e-03  1.43925500e+00  1.75372347e-01  3.12388015e+00
  5.19303381e-01  2.10494542e+00  1.64619744e-01  2.44642138e+00
  6.27753198e-01  3.08822632e-01 -6.96606755e-01  3.04000795e-01]",Surprise
3496,"[-3.40554596e+02  1.28388195e+01 -2.68531914e+01 -8.97098255e+00
 -1.69717903e+01 -1.07191353e+01 -1.27131405e+01 -1.15688829e+01
 -7.95722771e+00  7.57913065e+00  5.41456759e-01  1.48770237e+01
  3.33045435e+00  9.58094692e+00 -7.11123705e+00 -4.22372723e+00
  2.31770897e+00  3.04827118e+00 -2.42820239e+00  1.47156453e+00
  3.95172381e+00  6.13243818e+00 -2.20554543e+00 -2.25600982e+00
 -2.56531477e+00 -9.03410852e-01 -6.15103066e-01 -2.84965456e-01
  2.23638549e-01  3.44455671e+00  7.59253979e-01  6.82142913e-01
  7.63202190e-01 -9.78288531e-01  1.16386819e+00  1.70271099e-01
  9.89199460e-01  1.24234498e+00  8.42566848e-01  3.03480923e-01]",Fear
3497,"[-7.5398206e+02  2.8349339e+01 -4.3877978e+00  1.1634494e+01
 -5.8909979e+00 -3.9647442e-01 -1.6268888e+01 -9.9481544e+00
 -3.5402598e+00 -1.1968875e+00 -8.9224977e+00 -1.9273778e+00
 -5.9409437e+00  2.1010478e+00 -5.9227128e+00 -2.6931059e+00
 -5.0984478e+00 -6.0010880e-01 -5.0540118e+00 -2.2610965e+00
 -2.8157918e+00 -1.1475066e+00 -3.2098801e+00 -6.8546005e-02
 -3.6762542e-01  3.6752653e+00  4.3113790e+00  4.9795847e+00
  1.6684510e+00  3.5266829e+00 -2.0062265e-01  3.3950410e+00
  2.5083807e+00  3.7900114e+00  4.7655156e-01 -6.5198112e-03
 -4.7785455e-01 -1.1940505e-01 -3.5998321e-01 -1.1692280e-01]",Fear
3498,"[-6.8734460e+02  4.2238583e+01 -3.2676258e+00  6.3876982e+00
 -9.2270422e+00 -1.9232178e+00 -1.9244503e+01 -6.8095341e+00
 -1.0327829e+01 -1.1701007e+00 -1.1860434e+01 -1.0681993e+00
 -8.6213942e+00  6.8966001e-01 -1.1745405e+01 -5.1204715e+00
 -9.9628687e+00 -2.8215456e+00 -9.0930061e+00 -5.3589382e+00
 -7.0504208e+00 -2.0655587e+00 -5.0907087e+00  5.5399936e-01
 -4.5136256e+00 -9.1278630e-01 -2.3017647e+00  1.1621445e+00
  1.4202507e+00  5.4230247e+00  4.1994638e+00  4.7705688e+00
  2.6052034e+00  3.0408204e+00  2.4065933e+00  2.6872022e+00
  1.6844785e+00  6.7551291e-01 -5.0855750e-01  1.5023589e+00]",Disgust
3499,"[-5.8737115e+02  4.3329021e+01 -1.8519724e+01  7.7056203e+00
 -1.2195216e+01 -6.2747993e+00 -1.2245808e+01 -8.5143433e+00
 -1.1759707e+01 -2.5021181e+00 -9.3297739e+00 -2.2578940e+00
 -9.0133514e+00 -1.0190889e-01 -1.0165930e+01 -3.9424458e+00
 -4.9247422e+00  3.2482212e+00  2.9688197e-01  3.1991484e+00
  3.6494889e+00  3.7883084e+00  1.4432827e+00  3.0005577e+00
  1.2080591e-01 -6.7836064e-01 -2.0349975e+00  5.4079926e-01
 -1.0511839e+00  2.9738155e-01 -2.0394742e+00 -7.1534133e-01
 -1.0072725e+00  3.1295664e+00  2.1507797e+00  2.1000726e+00
  9.5325351e-01  1.2170577e+00 -9.1237986e-01  3.1647402e-01]",Surprise
